保存ファイル名,★カテゴリID,JAN/ISBNコード,★タイトル,説明の入力方式(0:直接入力/1:ファイル),★商品説明またはファイル,画像1ファイル,画像2ファイル,画像3ファイル,画像4ファイル,画像5ファイル,画像6ファイル,画像7ファイル,画像8ファイル,画像9ファイル,画像10ファイル,画像1コメント,画像2コメント,画像3コメント,画像4コメント,画像5コメント,画像6コメント,画像7コメント,画像8コメント,画像9コメント,画像10コメント,個数,★開始価格,即決価格,(未使用),★開催期間,★終了時刻,自動再出品,自動値下げ率(0?30で5%刻み),自動延長,(未使用)2,入札者制限,悪い評価,本人確認,★商品状態(1:新品?6:全体的に状態が悪い),(未使用)3,返品可否(0:不可/1:可),(未使用)4,Yahoo!かんたん決済,(未使用)5,★出品地域(1:北海道?47:沖縄/48:海外),(未使用)6,送料負担(0:落札者/1:出品者),送料入力方式(0:落札後/1:出品時/2:着払い),発送までの日数(1:1?2日/2:2?3日/3:3?7日),おてがる配送(宅急便),おてがる配送(宅急便コンパクト),おてがる配送(ネコポス),おてがる配送(ゆうパック),おてがる配送(ゆうパケット),おてがる配送(ゆうパケットポストmini),荷物のサイズ(1?9),荷物の重さ(1?7),配送方法1,全国一律1,北海道1,沖縄1,離島1,配送方法2,全国一律2,北海道2,沖縄2,離島2,配送方法3,全国一律3,北海道3,沖縄3,離島3,配送方法4,全国一律4,北海道4,沖縄4,離島4,配送方法5,全国一律5,北海道5,沖縄5,離島5,配送方法6,全国一律6,北海道6,沖縄6,離島6,配送方法7,全国一律7,北海道7,沖縄7,離島7,配送方法8,全国一律8,北海道8,沖縄8,離島8,配送方法9,全国一律9,北海道9,沖縄9,離島9,配送方法10,全国一律10,北海道10,沖縄10,離島10,着払い[ゆうパック],着払い[ゆうメール],着払い[宅急便(ヤマト運輸)],着払い[飛脚宅配便(佐川急便)],着払い[カンガルー便(西濃運輸)],おてがる配送(ゆうパケットプラス),おすすめコレクション(有料),注目オプション(有料),(未使用)7,(未使用)8,(未使用)9
,20068,,No21-1 ☆【高画質】『FAIRY TAIL』ウエンディ　A4サイズ アートポスター アニメ 同人イラスト,0,,C:\Users\testa\Desktop\app\No285-30_Marin-000013-_sample.jpg,,,,,,,,,,,,,,,,,,,,1,500,800,,3,21,3,0,1,,1,1,1,1,,0,,1,,13,,0,1,2,0,0,0,0,1,0,1,1,ゆうパック,600,800,900,900,ゆうパック,600,800,900,900,ゆうパック,600,800,900,900,ゆうパック,600,800,900,900,ゆうパック,600,800,900,900,ゆうパック,600,800,900,900,ゆうパック,600,800,900,900,ゆうパック,600,800,900,900,ゆうパック,600,800,900,900,ゆうパック,600,800,900,900,,,,,,0,0,0,,,
